5.01313028	358.9987421
5.03913028	375.8272474
5.06513028	341.6972631
5.09113028	349.7346034
5.11713028	330.7900159
5.14313028	293.8874789
5.16913028	323.031919
5.19513028	304.5303742
5.22113028	322.3353644
5.24713028	304.8718425
5.27313028	284.0857922
5.29913028	285.5602864
5.32513028	324.7630384
5.35113028	302.1298366
5.37713028	298.857807
5.40313028	281.1276111
5.42913028	309.9638693
5.45513028	273.6049545
5.48113028	284.7156111
5.50713028	272.7673938
5.53313028	239.3443422
5.55913028	268.4121118
5.58513028	261.5861235
5.61113028	270.8941134
5.63713028	242.9988711
5.66313028	236.0094474
5.68913028	271.1299146
5.71513028	266.8959107
5.74113028	263.8905942
5.76713028	261.4358472
5.79313028	262.8111937
5.81913028	262.6170559
5.84513028	253.124822
5.87113028	249.0017838
5.89713028	247.6719903
5.92313028	239.8218387
5.94913028	241.1441378
5.97513028	263.6163692
6.00113028	256.9362014
6.02713028	242.3191497
6.05313028	230.3519722
6.07913028	235.8654867
6.10513028	230.582318
6.13113028	237.0552643
6.15713028	247.8704375
6.18313028	226.5223655
6.20913028	214.8937452
6.23513028	233.9397659
6.26113028	243.3356317
6.28713028	241.5387636
6.31313028	221.3346593
6.33913028	219.2662831
6.36513028	237.0612233
6.39113028	241.1652718
6.41713028	234.5357947
6.44313028	231.2669622
6.46913028	245.1130448
6.49513028	234.8743823
6.52113028	221.7280664
6.54713028	223.3141984
6.57313028	222.3363648
6.59913028	221.896472
6.62513028	238.230378
6.65113028	240.502972
6.67713028	240.6617106
6.70313028	243.3503121
6.72913028	225.0370102
6.75513028	228.0031101
6.78113028	223.4959115
6.80713028	220.4043586
6.83313028	242.6963024
6.85913028	229.8852756
6.88513028	206.9951826
6.91113028	225.5853656
6.93713028	235.5288999
6.96313028	230.0943777
6.98913028	209.7555928
7.01513028	210.8855289
7.04113028	216.5494281
7.06713028	213.0524665
7.09313028	205.1766162
7.11913028	201.0199481
7.14513028	196.6251011
7.17113028	193.413334
7.19713028	189.3320595
7.22313028	208.9731941
7.24913028	223.9747959
7.27513028	212.5274133
7.30113028	180.5380683
7.32713028	199.4045132
7.35313028	208.9277782
